AIDS,PIB,Usuários Internet,Crescimento Populacional,Desemprego,Investimentos Educação,Analfabetismo 15 e 24,Analfabetismo 25 e 64,Qtd Professores EF,Crianças Fora Escola,Qtd Alunos por professor,Qtd Alunos EF
0.0,668.04,85.2,1.06,4.2,5.05,2083.0,16369.57,44956.0,0.77,10.75,99.23
0.0,688.5,86.34,1.15,4.4,5.07,2083.0,16369.57,46306.0,0.36,10.45,99.64
0.0,709.18,87.4,1.22,4.5,5.1,2083.0,16369.57,47889.0,0.36,10.1,99.64
0.0,679.29,87.48,1.14,4.5,5.1,2083.0,16369.57,47889.0,0.38,10.1,99.62
0.0,679.29,20.7,0.93,8.4,5.1,2083.0,16369.57,47889.0,0.38,10.1,99.62
0.0,679.29,22.5,-0.74,14.9,5.1,2083.0,16369.57,47889.0,0.38,10.1,99.62
0.0,679.29,24.3,-2.15,14.5,5.1,2083.0,16369.57,47889.0,0.38,10.1,99.62
0.0,679.29,26.2,-3.04,14.4,5.1,2083.0,16369.57,47889.0,29.13,10.1,70.87
0.0,679.29,28.09,-3.11,14.5,5.1,2083.0,16369.57,47889.0,29.13,10.1,70.87
0.0,679.29,29.98,-2.47,14.6,5.1,2083.0,16369.57,47889.0,29.13,10.1,70.87
1.0,5.64,11.55,2.23,11.5,4.01,2083.0,16369.57,27087.0,1.89,25.18,98.11
1.0,6.52,13.03,2.26,11.2,3.94,2083.0,16369.57,28730.0,1.93,23.27,98.07
1.0,7.63,14.51,2.27,10.9,4.02,2083.0,16369.57,28799.0,1.67,23.0,98.33
1.0,8.51,16.0,2.26,10.9,4.02,2083.0,16369.57,29300.0,2.0,22.69,98.0
1.0,9.24,17.49,2.24,10.8,4.02,2083.0,16369.57,29627.0,2.78,22.36,97.22
0.0,7.85,18.98,2.2,10.8,5.23,2083.0,16369.57,30649.0,1.89,22.29,98.11
0.0,341.11,22.4,0.49,1.0,3.51,322530.0,1195216.7,316552.0,1.89,16.26,98.11
0.0,370.82,23.67,0.48,0.7,4.81,322530.0,1195216.7,319568.0,1.89,15.78,98.11
0.0,397.56,26.46,0.46,0.6,4.56,322530.0,1195216.7,307446.0,1.89,16.28,98.11
0.0,420.53,28.94,0.44,0.8,4.13,154867.0,1889323.48,307446.0,1.89,16.28,98.11
0.0,406.52,34.89,0.4,0.8,4.13,154867.0,1889323.48,336676.0,7.61,15.39,92.39
0.0,399.23,39.32,0.35,1.0,4.13,166056.0,2063055.62,300968.0,9.19,16.88,90.81
0.0,0.89,3.0,1.6,3.0,10.39,43497.0,172075.93,7622.0,3.66,30.2,96.34
1.0,1.05,4.0,1.96,3.1,9.26,43497.0,172075.93,7714.0,1.08,31.35,98.92
0.0,1.19,7.0,2.21,3.2,6.43,43497.0,172075.93,7714.0,2.71,31.35,97.29
0.0,1.41,11.0,2.36,3.2,6.03,43497.0,172075.93,7714.0,1.96,31.35,98.04
0.0,1.45,17.5,2.37,3.3,7.78,43497.0,172075.93,7714.0,2.15,31.35,97.85
1.0,1.61,23.0,2.3,3.3,7.78,43497.0,172075.93,7714.0,2.98,31.35,97.02
0.0,3.17,3.0,2.69,6.3,4.43,43497.0,172075.93,31712.0,2.98,40.57,97.02
0.0,3.76,3.5,2.68,6.3,4.44,265311.0,1022364.35,31743.0,2.98,40.95,97.02
0.0,3.87,4.0,2.66,6.3,4.74,265311.0,1022364.35,32825.0,2.98,41.68,97.02
0.0,4.08,4.5,2.64,6.2,4.67,265311.0,1022364.35,34375.0,2.98,41.09,97.02
0.0,4.48,5.7,2.61,6.2,4.87,265311.0,1022364.35,34354.0,6.97,41.14,93.03
0.0,4.09,7.12,2.57,6.2,5.22,227522.0,1048256.72,33891.0,2.54,41.71,97.46
0.0,22.16,48.5,0.49,5.9,5.22,227522.0,1048256.72,33891.0,1.27,41.71,98.73
0.0,25.43,55.2,0.5,4.7,5.22,227522.0,1048256.72,33891.0,1.27,41.71,98.73
0.0,25.69,59.52,0.51,5.0,5.22,227522.0,1048256.72,33891.0,1.27,41.71,98.73
0.0,26.44,63.8,0.5,4.4,5.22,227522.0,1048256.72,33891.0,1.27,41.71,98.73
0.0,26.18,65.1,0.46,3.3,5.22,227522.0,1048256.72,33891.0,1.27,41.71,98.73
0.0,23.56,69.2,0.41,3.4,5.22,227522.0,1048256.72,33891.0,1.27,41.71,98.73
1.0,44.05,36.8,1.12,13.0,6.25,56452.0,1067176.65,60186.0,0.37,17.12,99.63
0.0,45.81,39.1,1.14,18.3,6.25,52811.0,1062606.08,59242.0,0.37,17.35,99.63
0.0,45.04,41.44,1.16,17.6,6.25,59658.0,1044217.74,61031.0,0.11,17.15,99.89
0.0,46.25,43.8,1.17,15.9,6.25,59658.0,1044217.74,61002.0,0.39,17.43,99.61
0.0,47.59,46.16,1.17,15.1,6.25,68177.0,1128590.63,65835.0,0.39,16.54,99.61
0.0,43.16,48.52,1.16,15.2,6.25,68177.0,1128590.63,70577.0,0.39,15.8,99.61
0.0,20.19,12.5,3.43,3.1,2.39,829925.0,3066774.16,172403.0,9.68,48.58,90.32
0.0,20.18,13.01,3.42,3.4,3.03,829925.0,3066774.16,169503.0,6.83,47.78,93.17
0.0,23.13,14.1,3.4,1.5,2.45,1162028.0,3597891.97,170652.0,6.83,48.8,93.17
0.0,24.6,15.5,3.38,1.9,2.17,1162028.0,3597891.97,185548.0,6.2,45.59,93.8
0.0,27.3,16.9,3.35,1.9,2.21,1162028.0,3597891.97,191217.0,6.2,45.59,93.8
0.0,27.06,17.83,3.32,1.9,2.21,1162028.0,3597891.97,192566.0,6.2,45.59,93.8
0.0,136.01,23.3,-0.4,8.1,2.21,1162028.0,3597891.97,98371.0,5.59,15.66,94.41
0.0,163.16,28.71,-0.36,7.9,6.16,1162028.0,3597891.97,98740.0,1.49,15.83,98.51
0.0,175.78,35.27,-0.25,7.5,6.71,1744.0,4869.93,98491.0,0.92,16.09,99.08
0.0,183.31,40.95,-0.23,7.2,6.65,1744.0,4869.93,99376.0,0.98,16.49,99.02
0.0,133.5,46.24,-0.48,9.3,5.86,1744.0,4869.93,99741.0,3.48,16.89,96.52
0.0,91.03,48.88,-0.26,9.1,5.86,1744.0,4869.93,99741.0,3.48,16.89,96.52
1.0,39.33,15.9,2.82,9.1,5.86,1744.0,4869.93,110962.0,5.35,17.76,94.65
1.0,45.92,18.6,2.68,9.1,5.86,1744.0,4869.93,124685.0,5.03,15.62,94.97
1.0,51.82,23.6,1.47,9.0,5.86,1744.0,4869.93,130630.0,3.89,14.97,96.11
1.0,57.69,26.8,1.56,9.0,5.86,1744.0,4869.93,126651.0,3.08,15.64,96.92
1.0,63.07,35.5,1.69,8.9,5.86,1744.0,4869.93,112240.0,3.26,18.12,96.74
1.0,66.9,42.8,1.74,8.8,5.86,1744.0,4869.93,112159.0,3.25,19.03,96.75
0.0,20.27,10.0,2.88,10.8,5.86,316811.0,751871.24,54716.0,13.49,52.99,86.51
0.0,23.46,11.5,2.95,13.6,5.86,316811.0,751871.24,54243.0,9.65,55.86,90.35
0.0,25.5,13.47,3.01,7.8,5.86,316811.0,751871.24,63697.0,8.21,49.22,91.79
0.0,28.05,15.4,3.04,7.8,5.86,316811.0,751871.24,64139.0,10.96,47.95,89.04
0.0,27.15,19.0,3.04,7.7,5.86,316811.0,751871.24,64139.0,10.96,47.95,89.04
0.0,21.15,21.0,3.02,7.7,5.86,316811.0,751871.24,64139.0,10.96,47.95,89.04
0.0,10.14,6.4,1.98,6.2,1.97,316811.0,751871.24,64139.0,10.96,47.95,89.04
0.0,12.1,8.4,2.11,5.4,1.97,295605.0,785914.69,64139.0,10.96,47.95,89.04
0.0,14.24,12.0,2.23,5.3,8.38,295605.0,785914.69,74355.0,10.89,35.86,89.11
0.0,15.45,15.5,2.31,5.2,8.49,295605.0,785914.69,73148.0,13.7,36.41,86.3
0.0,15.89,16.36,2.34,5.1,8.43,311114.0,579366.7,73148.0,13.7,36.41,86.3
0.0,16.3,22.74,2.35,5.1,8.43,311114.0,579366.7,73148.0,13.7,36.41,86.3
